image,count
datasets\frames_1\0\neg\BEDLUS_003_013_053.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_013_054.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_013_055.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_013_056.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_013_057.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_013_058.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_013_060.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_013_062.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_013_064.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_013_065.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_013_068.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_013_069.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_013_070.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_013_071.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_013_072.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_013_073.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_013_074.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_013_079.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_013_080.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_013_081.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_013_084.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_013_088.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_013_089.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_013_090.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_013_092.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_013_093.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_013_094.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_013_095.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_013_098.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_013_099.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_013_102.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_014_001.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_014_003.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_004.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_006.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_007.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_008.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_010.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_012.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_014_013.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_014.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_015.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_016.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_017.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_018.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_019.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_020.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_014_023.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_014_024.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_026.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_027.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_014_028.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_030.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_031.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_014_033.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_034.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_035.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_036.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_037.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_014_039.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_040.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_042.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_045.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_046.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_048.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_014_050.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_051.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_052.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_053.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_054.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_055.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_056.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_014_058.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_059.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_060.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_061.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_062.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_063.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_064.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_065.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_067.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_070.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_071.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_072.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_073.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_075.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_076.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_077.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_078.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_079.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_081.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_014_082.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_084.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_085.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_086.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_087.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_088.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_089.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_090.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_091.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_014_092.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_094.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_095.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_014_096.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_014_098.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_100.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_101.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_000.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_003.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_005.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_008.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_009.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_011.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_012.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_013.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_014.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_015_015.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_017.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_015_018.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_019.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_015_021.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_022.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_026.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_015_027.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_015_029.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_015_032.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_015_033.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_015_034.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_038.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_015_040.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_043.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_045.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_015_046.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_048.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_015_049.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_050.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_051.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_053.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_055.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_056.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_015_057.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_015_058.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_015_059.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_060.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_061.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_015_062.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_066.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_015_070.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_071.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_074.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_075.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_076.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_077.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_078.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_079.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_015_080.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_083.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_084.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_015_085.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_086.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_087.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_015_088.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_089.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_015_091.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_093.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_015_094.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_096.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_015_097.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_098.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_015_099.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_100.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_016_000.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_002.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_016_004.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_007.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_008.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_009.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_016_010.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_011.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_012.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_014.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_018.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_019.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_020.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_022.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_024.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_016_025.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_016_026.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_016_028.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_016_029.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_030.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_031.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_032.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_033.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_035.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_036.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_016_039.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_040.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_016_042.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_016_043.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_016_044.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_045.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_046.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_016_047.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_016_049.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_051.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_052.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_053.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_016_054.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_055.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_056.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_016_057.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_058.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_060.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_061.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_062.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_065.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_066.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_067.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_068.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_016_072.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_073.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_016_075.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_076.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_016_077.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_016_079.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_080.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_082.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_083.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_085.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_086.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_016_089.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_016_090.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_091.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_093.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_016_095.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_016_096.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_016_100.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_016_101.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_102.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_018_004.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_018_006.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_018_007.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_018_008.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_018_009.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_018_011.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_018_012.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_018_013.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_018_017.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_018_018.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_018_019.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_018_020.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_018_023.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_018_025.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_018_027.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_018_028.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_018_029.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_018_030.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_018_031.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_018_034.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_018_035.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_018_036.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_018_039.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_018_040.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_018_042.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_018_043.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_018_044.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_018_045.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_018_046.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_018_047.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_018_049.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_018_050.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_018_053.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_018_054.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_018_055.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_018_056.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_018_058.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_018_059.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_018_063.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_018_067.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_018_068.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_018_070.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_018_071.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_018_072.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_018_073.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_018_074.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_018_075.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_018_076.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_018_077.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_018_079.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_018_080.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_018_082.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_018_083.tiff,5
datasets\frames_1\0\neg\BEDLUS_003_018_085.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_018_087.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_018_088.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_018_089.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_018_090.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_018_091.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_018_094.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_018_095.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_018_096.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_018_097.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_018_098.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_018_099.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_018_102.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_018_103.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_018_104.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_018_105.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_018_106.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_018_107.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_018_108.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_018_109.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_018_110.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_018_111.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_018_113.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_018_114.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_018_116.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_020_001.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_020_002.tiff,1
