image,count
datasets\frames_1\0\neg\BEDLUS_003_013_053.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_013_054.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_013_055.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_013_056.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_013_057.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_013_058.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_013_059.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_013_060.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_013_061.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_013_062.tiff,5
datasets\frames_1\0\neg\BEDLUS_003_013_063.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_013_064.tiff,5
datasets\frames_1\0\neg\BEDLUS_003_013_065.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_013_066.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_013_067.tiff,6
datasets\frames_1\0\neg\BEDLUS_003_013_068.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_013_069.tiff,5
datasets\frames_1\0\neg\BEDLUS_003_013_070.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_013_071.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_013_072.tiff,5
datasets\frames_1\0\neg\BEDLUS_003_013_073.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_013_074.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_013_075.tiff,5
datasets\frames_1\0\neg\BEDLUS_003_013_076.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_013_077.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_013_078.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_013_079.tiff,5
datasets\frames_1\0\neg\BEDLUS_003_013_080.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_013_081.tiff,5
datasets\frames_1\0\neg\BEDLUS_003_013_083.tiff,6
datasets\frames_1\0\neg\BEDLUS_003_013_084.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_013_085.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_013_086.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_013_087.tiff,7
datasets\frames_1\0\neg\BEDLUS_003_013_088.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_013_090.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_013_091.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_013_092.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_013_093.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_013_095.tiff,5
datasets\frames_1\0\neg\BEDLUS_003_013_096.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_013_097.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_013_098.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_013_099.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_013_100.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_013_101.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_013_102.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_014_000.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_001.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_014_002.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_014_003.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_014_004.tiff,5
datasets\frames_1\0\neg\BEDLUS_003_014_005.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_014_006.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_014_007.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_008.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_009.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_014_010.tiff,5
datasets\frames_1\0\neg\BEDLUS_003_014_011.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_014_012.tiff,8
datasets\frames_1\0\neg\BEDLUS_003_014_013.tiff,5
datasets\frames_1\0\neg\BEDLUS_003_014_014.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_015.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_016.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_017.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_014_018.tiff,5
datasets\frames_1\0\neg\BEDLUS_003_014_019.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_020.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_021.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_014_022.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_023.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_024.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_025.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_026.tiff,6
datasets\frames_1\0\neg\BEDLUS_003_014_027.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_028.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_014_029.tiff,5
datasets\frames_1\0\neg\BEDLUS_003_014_030.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_014_031.tiff,7
datasets\frames_1\0\neg\BEDLUS_003_014_032.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_033.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_034.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_014_035.tiff,6
datasets\frames_1\0\neg\BEDLUS_003_014_036.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_014_037.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_014_038.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_014_039.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_040.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_041.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_014_042.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_014_043.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_044.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_045.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_046.tiff,7
datasets\frames_1\0\neg\BEDLUS_003_014_047.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_014_048.tiff,5
datasets\frames_1\0\neg\BEDLUS_003_014_049.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_014_050.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_051.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_014_052.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_053.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_054.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_055.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_014_056.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_014_057.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_014_058.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_059.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_060.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_014_061.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_062.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_063.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_014_064.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_065.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_014_066.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_067.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_068.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_014_069.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_070.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_014_071.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_014_072.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_014_073.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_014_074.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_075.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_076.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_014_077.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_078.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_081.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_082.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_014_083.tiff,6
datasets\frames_1\0\neg\BEDLUS_003_014_085.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_086.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_087.tiff,5
datasets\frames_1\0\neg\BEDLUS_003_014_088.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_014_089.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_090.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_014_091.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_014_092.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_093.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_014_094.tiff,5
datasets\frames_1\0\neg\BEDLUS_003_014_095.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_096.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_014_097.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_098.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_014_099.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_014_100.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_014_101.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_014_102.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_015_000.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_015_001.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_015_002.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_015_004.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_005.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_015_006.tiff,5
datasets\frames_1\0\neg\BEDLUS_003_015_007.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_015_008.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_015_009.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_015_010.tiff,5
datasets\frames_1\0\neg\BEDLUS_003_015_011.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_012.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_015_013.tiff,5
datasets\frames_1\0\neg\BEDLUS_003_015_014.tiff,7
datasets\frames_1\0\neg\BEDLUS_003_015_015.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_015_016.tiff,7
datasets\frames_1\0\neg\BEDLUS_003_015_017.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_015_018.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_015_019.tiff,5
datasets\frames_1\0\neg\BEDLUS_003_015_020.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_015_021.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_015_022.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_015_023.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_015_024.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_015_025.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_015_026.tiff,9
datasets\frames_1\0\neg\BEDLUS_003_015_027.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_015_028.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_015_029.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_015_030.tiff,8
datasets\frames_1\0\neg\BEDLUS_003_015_031.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_015_032.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_015_033.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_015_034.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_015_035.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_015_036.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_015_037.tiff,5
datasets\frames_1\0\neg\BEDLUS_003_015_038.tiff,6
datasets\frames_1\0\neg\BEDLUS_003_015_039.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_040.tiff,5
datasets\frames_1\0\neg\BEDLUS_003_015_041.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_042.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_043.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_015_044.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_015_046.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_015_047.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_015_048.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_015_050.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_015_051.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_015_052.tiff,6
datasets\frames_1\0\neg\BEDLUS_003_015_053.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_054.tiff,8
datasets\frames_1\0\neg\BEDLUS_003_015_055.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_056.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_057.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_015_059.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_061.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_062.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_015_063.tiff,5
datasets\frames_1\0\neg\BEDLUS_003_015_064.tiff,6
datasets\frames_1\0\neg\BEDLUS_003_015_065.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_015_066.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_015_067.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_015_068.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_015_069.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_015_070.tiff,5
datasets\frames_1\0\neg\BEDLUS_003_015_071.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_015_072.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_015_073.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_015_075.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_015_076.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_015_077.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_015_078.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_015_079.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_015_080.tiff,6
datasets\frames_1\0\neg\BEDLUS_003_015_081.tiff,5
datasets\frames_1\0\neg\BEDLUS_003_015_082.tiff,5
datasets\frames_1\0\neg\BEDLUS_003_015_083.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_015_084.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_085.tiff,5
datasets\frames_1\0\neg\BEDLUS_003_015_086.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_015_087.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_015_089.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_090.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_015_091.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_015_092.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_015_093.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_094.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_015_096.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_015_098.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_015_099.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_015_100.tiff,5
datasets\frames_1\0\neg\BEDLUS_003_015_101.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_016_000.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_016_001.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_016_003.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_016_004.tiff,5
datasets\frames_1\0\neg\BEDLUS_003_016_005.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_016_006.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_016_007.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_016_008.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_016_009.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_010.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_016_011.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_016_012.tiff,5
datasets\frames_1\0\neg\BEDLUS_003_016_013.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_016_014.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_016_015.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_016.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_016_017.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_018.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_016_019.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_020.tiff,1
datasets\frames_1\0\neg\BEDLUS_003_016_021.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_016_022.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_016_023.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_016_025.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_016_026.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_016_027.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_016_028.tiff,5
datasets\frames_1\0\neg\BEDLUS_003_016_029.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_016_030.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_016_031.tiff,6
datasets\frames_1\0\neg\BEDLUS_003_016_032.tiff,5
datasets\frames_1\0\neg\BEDLUS_003_016_033.tiff,3
datasets\frames_1\0\neg\BEDLUS_003_016_034.tiff,5
datasets\frames_1\0\neg\BEDLUS_003_016_035.tiff,4
datasets\frames_1\0\neg\BEDLUS_003_016_036.tiff,5
datasets\frames_1\0\neg\BEDLUS_003_016_037.tiff,2
datasets\frames_1\0\neg\BEDLUS_003_016_038.tiff,6
