image,count
datasets\frames_1\1\neg\BEDLUS_001_002_057.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_058.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_060.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_062.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_063.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_064.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_065.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_066.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_002_068.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_069.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_070.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_002_071.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_072.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_074.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_076.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_002_077.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_078.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_002_079.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_084.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_085.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_086.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_087.tiff,4
datasets\frames_1\1\neg\BEDLUS_001_002_090.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_002_091.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_092.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_002_093.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_094.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_095.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_002_096.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_097.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_098.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_099.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_002_100.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_102.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_103.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_104.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_105.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_106.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_002_108.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_110.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_111.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_002_112.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_114.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_115.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_116.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_117.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_118.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_002_120.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_121.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_122.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_123.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_124.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_125.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_127.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_002_128.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_002_135.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_136.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_137.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_138.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_139.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_140.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_002_141.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_002_142.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_143.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_144.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_146.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_000.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_001.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_002.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_004.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_005.tiff,4
datasets\frames_1\1\neg\BEDLUS_001_008_006.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_008.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_008_009.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_010.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_011.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_012.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_014.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_016.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_017.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_019.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_008_020.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_022.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_023.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_024.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_025.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_026.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_028.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_029.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_030.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_031.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_032.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_033.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_034.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_008_035.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_036.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_037.tiff,4
datasets\frames_1\1\neg\BEDLUS_001_008_038.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_039.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_040.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_041.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_042.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_008_043.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_044.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_045.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_046.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_048.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_049.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_052.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_054.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_055.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_056.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_008_057.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_061.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_062.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_063.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_064.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_066.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_067.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_068.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_069.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_070.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_071.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_072.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_008_073.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_075.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_076.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_077.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_008_080.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_081.tiff,5
datasets\frames_1\1\neg\BEDLUS_001_008_083.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_084.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_085.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_087.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_088.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_089.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_091.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_092.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_008_094.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_008_097.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_099.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_100.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_101.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_103.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_104.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_105.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_106.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_107.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_108.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_109.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_111.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_112.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_113.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_114.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_115.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_116.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_117.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_119.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_120.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_121.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_123.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_008_124.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_125.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_126.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_127.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_128.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_129.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_130.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_131.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_000.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_001.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_002.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_003.tiff,3
datasets\frames_1\1\neg\BEDLUS_015_002_004.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_005.tiff,3
datasets\frames_1\1\neg\BEDLUS_015_002_006.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_007.tiff,4
datasets\frames_1\1\neg\BEDLUS_015_002_010.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_012.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_013.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_014.tiff,3
datasets\frames_1\1\neg\BEDLUS_015_002_015.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_016.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_017.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_018.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_020.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_021.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_022.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_023.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_024.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_025.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_026.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_027.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_028.tiff,4
datasets\frames_1\1\neg\BEDLUS_015_002_029.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_030.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_031.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_032.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_033.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_034.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_036.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_037.tiff,3
datasets\frames_1\1\neg\BEDLUS_015_002_038.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_039.tiff,3
datasets\frames_1\1\neg\BEDLUS_015_002_040.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_041.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_042.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_043.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_044.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_046.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_047.tiff,3
datasets\frames_1\1\neg\BEDLUS_015_002_050.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_051.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_052.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_053.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_055.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_057.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_059.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_060.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_061.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_063.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_064.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_066.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_067.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_068.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_069.tiff,3
datasets\frames_1\1\neg\BEDLUS_015_002_070.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_071.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_073.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_074.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_076.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_078.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_079.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_080.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_081.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_082.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_085.tiff,3
datasets\frames_1\1\neg\BEDLUS_015_002_086.tiff,3
datasets\frames_1\1\neg\BEDLUS_015_002_087.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_088.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_091.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_092.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_093.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_094.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_095.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_096.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_097.tiff,3
datasets\frames_1\1\neg\BEDLUS_015_002_098.tiff,3
datasets\frames_1\1\neg\BEDLUS_015_002_100.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_102.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_103.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_104.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_105.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_106.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_108.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_110.tiff,3
datasets\frames_1\1\neg\BEDLUS_015_002_111.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_112.tiff,3
datasets\frames_1\1\neg\BEDLUS_015_002_114.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_115.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_116.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_117.tiff,3
datasets\frames_1\1\neg\BEDLUS_015_002_118.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_119.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_120.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_121.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_123.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_126.tiff,3
datasets\frames_1\1\neg\BEDLUS_015_002_127.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_128.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_130.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_131.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_132.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_133.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_134.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_135.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_136.tiff,4
datasets\frames_1\1\neg\BEDLUS_015_002_137.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_142.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_143.tiff,6
datasets\frames_1\1\neg\BEDLUS_015_002_144.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_145.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_147.tiff,3
datasets\frames_1\1\neg\BEDLUS_015_002_148.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_149.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_152.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_153.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_158.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_159.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_162.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_163.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_164.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_168.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_000.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_003_001.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_003.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_004.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_003_007.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_008.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_009.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_010.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_003_011.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_012.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_013.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_003_014.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_003_015.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_016.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_003_018.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_019.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_020.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_021.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_022.tiff,3
datasets\frames_1\1\neg\BEDLUS_015_003_023.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_003_024.tiff,3
datasets\frames_1\1\neg\BEDLUS_015_003_025.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_027.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_028.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_003_030.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_031.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_032.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_003_033.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_034.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_003_035.tiff,3
datasets\frames_1\1\neg\BEDLUS_015_003_036.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_037.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_003_038.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_040.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_003_041.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_003_042.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_044.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_046.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_003_047.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_049.tiff,3
datasets\frames_1\1\neg\BEDLUS_015_003_050.tiff,3
datasets\frames_1\1\neg\BEDLUS_015_003_051.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_052.tiff,3
datasets\frames_1\1\neg\BEDLUS_015_003_054.tiff,4
datasets\frames_1\1\neg\BEDLUS_015_003_055.tiff,3
datasets\frames_1\1\neg\BEDLUS_015_003_056.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_003_057.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_058.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_059.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_061.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_062.tiff,3
datasets\frames_1\1\neg\BEDLUS_015_003_063.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_064.tiff,3
datasets\frames_1\1\neg\BEDLUS_015_003_065.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_067.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_003_068.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_003_070.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_003_071.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_073.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_074.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_075.tiff,3
datasets\frames_1\1\neg\BEDLUS_015_003_076.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_003_077.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_079.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_081.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_003_082.tiff,3
datasets\frames_1\1\neg\BEDLUS_015_003_085.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_003_087.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_003_088.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_003_089.tiff,4
datasets\frames_1\1\neg\BEDLUS_015_003_090.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_003_091.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_092.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_093.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_003_094.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_095.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_097.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_098.tiff,3
datasets\frames_1\1\neg\BEDLUS_015_003_099.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_003_100.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_003_101.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_103.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_105.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_106.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_003_108.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_109.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_110.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_003_111.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_003_112.tiff,4
datasets\frames_1\1\neg\BEDLUS_015_003_113.tiff,3
datasets\frames_1\1\neg\BEDLUS_015_003_116.tiff,3
